id,nome,tipo,nivel_magia,custo_mana,prereq,execucao,alcance,alvo,duracao,categoria,natureza,descricao
1189,Toque do Silêncio Divino Silêncio Absoluto do Senhor,Magias Sagradas,8,14,,Padrão,Curto,Local,1 Rodada,Controle,Sagrada,"O conjurador invoca um selo sagrado de quietude que absorve sons e perturba a emissão de palavras, cânticos e vibrações mágicas. O conjurador cria um círculo mágico em um espaço dentro do alcance com diâmetro equivalente ao espaço de uma criatura. A criatura dentro da área deve realizar uma salvaguarda de Reflexo. Sucesso: a criatura pode se mover para um espaço adjacente livre fora da área. Falha: a criatura fica Silenciada por toda a cena, não pode falar, produzir sons audíveis ou conjurar magias que dependam de componentes verbais. Efeitos Divinos Adicionais: No interior da área, todas as magias que necessitem de componentes verbais são automaticamente canceladas sem salvaguarda. Criaturas que falharem na salvaguarda ficam surdas por 1d4 rodadas adicionais após o fim da duração. Conjuradores que falharem entram em colapso arcano ,  perdem a capacidade de conjurar por 1 rodada após o silêncio terminar."
1190,Traço Arcano Elite,Magias Sagradas,4,6,,Padrão,Curto,Magia,Cena,Controle,Sagrada,"O conjurador desenha símbolos luminosos no ar, suspendendo uma magia incompleta entre realidade e intenção até o momento ideal para liberá-la. O conjurador escolhe até 2 magias conhecidas com tempo de execução Padrão e a prepara em suspensão arcana. A magia fica armazenada sem produzir efeitos, sem exigir concentração e permanecendo visível como runas flutuantes. Uma vez por cena, o conjurador pode liberar a magia armazenada, pagando normalmente seu custo de Mana no momento da ativação."
1191,Traço Arcano Maior,Magias Sagradas,5,8,,Padrão,Curto,Magia,Cena,Controle,Sagrada,"O conjurador desenha símbolos luminosos no ar, suspendendo uma magia incompleta entre realidade e intenção até o momento ideal para liberá-la. O conjurador escolhe até 3 magias conhecidas com tempo de execução Padrão e a prepara em suspensão arcana. A magia fica armazenada sem produzir efeitos, sem exigir concentração e permanecendo visível como runas flutuantes. Uma vez por cena, o conjurador pode liberar a magia armazenada, pagando normalmente seu custo de Mana no momento da ativação."
1192,Traço Arcano Avançado,Magias Sagradas,6,10,,Padrão,Curto,Magia,Cena,Controle,Sagrada,"O conjurador desenha símbolos luminosos no ar, suspendendo uma magia incompleta entre realidade e intenção até o momento ideal para liberá-la. O conjurador escolhe até 4 magias conhecidas com tempo de execução Padrão e a prepara em suspensão arcana. A magia fica armazenada sem produzir efeitos, sem exigir concentração e permanecendo visível como runas flutuantes. Uma vez por cena, o conjurador pode liberar a magia armazenada, pagando normalmente seu custo de Mana no momento da ativação."
1193,Traço Arcano Divino Rascunho Sagrado do Arquiteto,Magias Sagradas,8,14,,Padrão,Curto,Magia,Cena,Controle,Sagrada,"O conjurador desenha símbolos luminosos no ar, suspendendo uma magia incompleta entre realidade e intenção até o momento ideal para liberá-la. O conjurador escolhe até 6 magias conhecidas com tempo de execução Padrão e a prepara em suspensão arcana. A magia fica armazenada sem produzir efeitos, sem exigir concentração e permanecendo visível como runas flutuantes. Uma vez por cena, o conjurador pode liberar a magia armazenada, pagando normalmente seu custo de Mana no momento da ativação. Efeitos Divinos Adicionais: Magias suspensas no Traço Arcano Divino custam metade do Mana normal ao serem liberadas. O conjurador pode liberar todas as magias armazenadas em uma única ação. Magias com tempo de execução Completo também podem ser armazenadas. As runas ficam completamente invisíveis e indetectáveis. Ao liberar uma magia armazenada, ela recebe +4 em CD e precisão mágica."
1194,Última Badalada Elite,Magias Sagradas,4,6,,Padrão,Pessoal,Conjurador,Instantânea,Ofensiva,Sagrada,"O conjurador invoca a badalada final de um relógio divino. O tempo desacelera ao redor dele enquanto inimigos sentem o peso inevitável do envelhecimento, decadência e morte. O conjurador cria uma onda temporal sagrada em um raio de 6 metros. Criaturas hostis dentro da área devem realizar salvaguarda de Tenacidade. Falha: sofrem 3d6 + Presença de dano Sagrado, recebem -2 em Defesa e não podem realizar reações até o início do próximo turno do conjurador. Sucesso: sofrem metade do dano e ignoram os efeitos secundários."
1195,Última Badalada Maior,Magias Sagradas,5,8,,Padrão,Pessoal,Conjurador,Instantânea,Ofensiva,Sagrada,"O conjurador invoca a badalada final de um relógio divino. O tempo desacelera ao redor dele enquanto inimigos sentem o peso inevitável do envelhecimento, decadência e morte. O conjurador cria uma onda temporal sagrada em um raio de 9 metros. Criaturas hostis dentro da área devem realizar salvaguarda de Tenacidade. Falha: sofrem 5d6 + Presença de dano Sagrado, recebem –1 em Defesa e não podem realizar reações até o início do próximo turno do conjurador. Sucesso: sofrem metade do dano e ignoram os efeitos secundários. Criaturas que falharem ficam Lentas por 1 rodada(s)."
1196,Última Badalada Avançado,Magias Sagradas,6,10,,Padrão,Pessoal,Conjurador,Instantânea,Ofensiva,Sagrada,"O conjurador invoca a badalada final de um relógio divino. O tempo desacelera ao redor dele enquanto inimigos sentem o peso inevitável do envelhecimento, decadência e morte. O conjurador cria uma onda temporal sagrada em um raio de 12 metros. Criaturas hostis dentro da área devem realizar salvaguarda de Tenacidade. Falha: sofrem 8d8 + Presença de dano Sagrado, recebem -3 em Defesa e não podem realizar reações até o início do próximo turno do conjurador. Sucesso: sofrem metade do dano e ignoram os efeitos secundários."
1197,Última Badalada Divino Badalada do Fim dos Tempos,Magias Sagradas,8,14,,Padrão,Pessoal,Conjurador,Instantânea,Ofensiva,Sagrada,"O conjurador invoca a badalada final de um relógio divino. O tempo desacelera ao redor dele enquanto inimigos sentem o peso inevitável do envelhecimento, decadência e morte. O conjurador cria uma onda temporal sagrada em um raio de 15 metros. Criaturas hostis dentro da área devem realizar salvaguarda de Tenacidade. Falha: sofrem 12d10 + Presença de dano Sagrado, recebem -5 em Defesa e não podem realizar reações até o início do próximo turno do conjurador. Sucesso: sofrem metade do dano e ignoram os efeitos secundários. Efeitos Divinos Adicionais: A badalada toca a essência temporal de cada criatura hostil ,  todos os bônus de atributos são reduzidos em –2 até o fim da cena. Criaturas com menos de 25% de Vida que falharem na salvaguarda podem sofrer execução instantânea pelo envelhecimento acelerado (critério do mestre). O eco da badalada ressoa por 3 rodadas ,  criaturas que entrem na área depois ainda sofrem o dano inicial."
1198,Último Amanhecer Elite,Magias Sagradas,4,6,,Completa,Toque,Criatura,Instantânea,Defensiva,Sagrada,"A luz do Primeiro Amanhecer envolve o corpo da criatura caída, restaurando parte de sua essência e trazendo-a de volta do limiar da morte. Uma criatura que tenha morrido há até 5 rodadas retorna à vida com Pontos de o dobro da Presença do conjurador em Vida."
1199,Último Amanhecer Maior,Magias Sagradas,5,8,,Completa,Toque,Criatura,Instantânea,Defensiva,Sagrada,"A luz do Primeiro Amanhecer envolve o corpo da criatura caída, restaurando parte de sua essência e trazendo-a de volta do limiar da morte. Uma criatura que tenha morrido até o final da cena atual retorna à vida com Pontos de metade de sua Vida máxima."
1200,Último Amanhecer Avançado,Magias Sagradas,6,10,,Completa,Toque,Criatura,Instantânea,Defensiva,Sagrada,"A luz do Primeiro Amanhecer envolve o corpo da criatura caída, restaurando parte de sua essência e trazendo-a de volta do limiar da morte. Uma criatura que tenha morrido há até 24 horas retorna à vida com Pontos de toda a sua Vida máxima."
1201,Último Amanhecer Divino Novo Amanhecer,Magias Sagradas,8,14,,Completa,Toque,Criatura,Instantânea,Defensiva,Sagrada,"A luz do Primeiro Amanhecer envolve o corpo da criatura caída, restaurando parte de sua essência e trazendo-a de volta do limiar da morte. Uma criatura que tenha morrido há até 7 dias retorna à vida com Pontos de Vida e Mana completas. Efeitos Divinos Adicionais: O corpo é completamente reconstruído pela luz sagrada, mesmo que destruído, desde que a alma esteja livre e disposta a retornar. Ao retornar, a criatura fica imune a efeitos de morte por 1 rodada completa. O conjurador pode ressuscitar até 3 criaturas simultaneamente com uma única conjuração desta magia."
1202,Último Suspiro Elite,Magias Sagradas,4,6,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Sagrada,"O conjurador invoca um julgamento sagrado sobre aqueles que já se encontram à beira da morte, encerrando seu sofrimento com um toque divino inevitável. Escolha uma criatura dentro do alcance. O alvo deve realizar uma salvaguarda de Tenacidade. Se a criatura estiver com 10% ou menos de Vida máxima, é imediatamente executada em caso de falha. Se estiver acima desse valor, sofre 4d8 + Presença de dano Sagrado e fica Enfraquecida por 2 rodadas em caso de falha. Em sucesso, sofre apenas metade do dano e evita a condição. Criaturas imunes a efeitos de morte não podem ser executadas."
1203,Último Suspiro Maior,Magias Sagradas,5,8,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Sagrada,"O conjurador invoca um julgamento sagrado sobre aqueles que já se encontram à beira da morte, encerrando seu sofrimento com um toque divino inevitável. Escolha uma criatura dentro do alcance. O alvo deve realizar uma salvaguarda de Tenacidade. Se a criatura estiver com 15% ou menos de Vida máxima, é imediatamente executada em caso de falha. Se estiver acima desse valor, sofre 6d8 + Presença de dano Sagrado e fica Enfraquecida por 3 rodadas em caso de falha. Em sucesso, sofre apenas metade do dano e evita a condição. Criaturas imunes a efeitos de morte não podem ser executadas."
1204,Último Suspiro Avançado,Magias Sagradas,6,10,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Sagrada,"O conjurador invoca um julgamento sagrado sobre aqueles que já se encontram à beira da morte, encerrando seu sofrimento com um toque divino inevitável. Escolha uma criatura dentro do alcance. O alvo deve realizar uma salvaguarda de Tenacidade. Se a criatura estiver com 20% ou menos de Vida máxima, é imediatamente executada em caso de falha. Se estiver acima desse valor, sofre 10d10 + Presença de dano Sagrado e fica Enfraquecida por 5 rodadas em caso de falha. Em sucesso, sofre apenas metade do dano e evita a condição. Criaturas imunes a efeitos de morte não podem ser executadas."
1205,Último Suspiro Divino Julgamento Final do Senhor,Magias Sagradas,8,14,,Padrão,Curto,Criatura,Instantânea,Ofensiva,Sagrada,"O conjurador invoca um julgamento sagrado sobre aqueles que já se encontram à beira da morte, encerrando seu sofrimento com um toque divino inevitável. Escolha uma criatura dentro do alcance. O alvo deve realizar uma salvaguarda de Tenacidade. Se a criatura estiver com 25% ou menos de Vida máxima, é imediatamente executada em caso de falha. Se estiver acima desse valor, sofre 14d12 + Presença de dano Sagrado e fica Enfraquecida por 1 rodada em caso de falha. Em sucesso, sofre apenas metade do dano e evita a condição. Criaturas imunes a efeitos de morte não podem ser executadas. Efeitos Divinos Adicionais: A execução não pode ser impedida por estabilização, invulnerabilidade temporária ou intervenção divina menor. Criaturas executadas por este nível entram no Domínio do Silêncio eterno ,  ressurreição, reanimação e invocação por qualquer meio tornam-se impossíveis. O conjurador absorve um fragmento da essência do executado, recuperando Vida e Mana iguais a 50% dos valores máximos do alvo."
1206,Vislumbre do Futuro Elite,Magias Sagradas,4,6,,Reação,Curto,Criatura,Instantânea,Controle,Sagrada,"Por um breve instante, o conjurador observa possibilidades futuras e interfere no fluxo do destino, permitindo que um erro seja corrigido antes de se concretizar completamente. Quando uma criatura dentro do alcance falhar em um teste, ataque ou salvaguarda, o conjurador pode usar sua reação. A criatura pode repetir imediatamente a rolagem, devendo utilizar o novo resultado. Uma mesma criatura só pode ser afetada por Vislumbre do Futuro uma vez por cena. A nova rolagem é realizada com bônus +2."
